Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2015,6/15/2015,15/06/2015 20:30:00,SEGUNDA-FEIRA,-21.23626950,-44.99687160,CONSUMADO,BENS/VALORES DE TRABALHADOR DE RUA,OUTRAS MOTIVACOES/CAUSAS 
2015,6/17/2015,17/06/2015 22:40:00,QUARTA-FEIRA,-21.24522560,-44.99196800,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/21/2015,21/06/2015 18:35:00,DOMINGO,-21.23882110,-44.99308390,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/25/2015,25/06/2015 02:40:00,QUINTA-FEIRA,-21.24807080,-45.00382500,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/25/2015,25/06/2015 18:30:00,QUINTA-FEIRA,-21.23939880,-44.99570020,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/26/2015,26/06/2015 22:00:00,SEXTA-FEIRA,-21.26469570,-45.01527670,CONSUMADO,MOTORISTA DE TAXI,IGNORADO
2015,6/28/2015,28/06/2015 04:00:00,DOMINGO,-21.24404700,-45.00144180,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/30/2015,30/06/2015 17:45:00,TERÇA-FEIRA,-21.25858230,-45.01472070,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,7/3/2015,03/07/2015 05:00:00,SEXTA-FEIRA,-21.23316211,-44.99740289,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/7/2015,07/07/2015 19:40:00,TERÇA-FEIRA,-21.24372530,-45.00138560,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,7/12/2015,12/07/2015 02:38:00,DOMINGO,-21.24323900,-45.01082650,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/12/2015,12/07/2015 21:40:00,DOMINGO,-21.23937720,-44.99196900,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/24/2015,24/07/2015 20:35:00,SEXTA-FEIRA,-21.25218630,-44.98437210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/24/2015,24/07/2015 21:34:00,SEXTA-FEIRA,-21.25406570,-45.00411060,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2015,8/1/2015,01/08/2015 19:00:00,SÁBADO,-21.25233950,-45.00534090,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,8/13/2015,13/08/2015 23:50:00,QUINTA-FEIRA,-21.25476570,-45.01348820,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,8/18/2015,18/08/2015 23:35:00,TERÇA-FEIRA,-21.25726240,-45.01527460,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,VANTAGEM ECONOMICA
2015,8/29/2015,29/08/2015 03:46:00,SÁBADO,-21.24477080,-45.00099200,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,9/3/2015,03/09/2015 15:00:00,QUINTA-FEIRA,-21.22604440,-45.04735250,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,9/14/2015,14/09/2015 22:45:00,SEGUNDA-FEIRA,-21.21099600,-44.97243100,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2015,10/2/2015,02/10/2015 01:45:00,SEXTA-FEIRA,-21.23782180,-44.99465090,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,10/8/2015,08/10/2015 00:00:00,QUINTA-FEIRA,-21.24551850,-44.99604900,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2015,10/9/2015,09/10/2015 00:57:00,SEXTA-FEIRA,-21.24313290,-44.99194220,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,10/9/2015,09/10/2015 22:37:00,SEXTA-FEIRA,-21.25543990,-44.98868520,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
