Ano Fato,Data Fato,Data_Hora Fato,Horário Fato,Dia da Semana Fato,Latitude,Longitude,Município,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2016,6/7/2016,07/06/2016 22:30:00,22:30:00,TERÇA-FEIRA,-21.44155620,-45.94886750,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/9/2016,09/06/2016 20:08:00,20:08:00,QUINTA-FEIRA,-21.43176520,-45.95339850,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/9/2016,09/06/2016 19:00:00,19:00:00,QUINTA-FEIRA,-21.41322560,-45.95407920,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/10/2016,10/06/2016 21:00:00,21:00:00,SEXTA-FEIRA,-21.40999910,-45.95469520,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/11/2016,11/06/2016 01:22:00,01:22:00,SÁBADO,-21.43980210,-45.94799290,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,6/11/2016,11/06/2016 15:15:00,15:15:00,SÁBADO,-21.36372200,-45.94719400,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,6/11/2016,11/06/2016 20:25:00,20:25:00,SÁBADO,-21.42837980,-45.93600420,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,6/12/2016,12/06/2016 22:10:00,22:10:00,DOMINGO,-21.41990000,-45.96702900,ALFENAS,CONSUMADO,OUTROS BENS / VALORES EM OUTRO LOCAL (ESPECIFICAR,VANTAGEM ECONOMICA
2016,6/12/2016,12/06/2016 11:30:00,11:30:00,DOMINGO,-21.42586950,-45.94883630,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/13/2016,13/06/2016 19:00:00,19:00:00,SEGUNDA-FEIRA,-21.42352050,-45.97228490,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/13/2016,13/06/2016 22:40:00,22:40:00,SEGUNDA-FEIRA,-21.40129850,-45.94702630,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/15/2016,15/06/2016 17:20:00,17:20:00,QUARTA-FEIRA,-21.41248840,-45.95382810,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/16/2016,16/06/2016 22:45:00,22:45:00,QUINTA-FEIRA,-21.42541890,-45.95477090,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/17/2016,17/06/2016 20:15:00,20:15:00,SEXTA-FEIRA,-21.42029150,-45.96683110,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/17/2016,17/06/2016 23:10:00,23:10:00,SEXTA-FEIRA,-21.42484790,-45.94547690,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/19/2016,19/06/2016 01:35:00,01:35:00,DOMINGO,-21.40867670,-45.94239200,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/22/2016,22/06/2016 18:50:00,18:50:00,QUARTA-FEIRA,-21.42340580,-45.96917200,ALFENAS,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,6/22/2016,22/06/2016 22:40:00,22:40:00,QUARTA-FEIRA,-21.43270810,-45.94542420,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/22/2016,22/06/2016 23:00:00,23:00:00,QUARTA-FEIRA,-21.48308300,-45.89147200,ALFENAS,CONSUMADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,OUTRAS MOTIVACOES/CAUSAS 
2016,6/23/2016,23/06/2016 20:40:00,20:40:00,QUINTA-FEIRA,-21.41837910,-45.94580680,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,6/24/2016,24/06/2016 20:00:00,20:00:00,SEXTA-FEIRA,-21.41014930,-45.95334510,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/24/2016,24/06/2016 22:00:00,22:00:00,SEXTA-FEIRA,-21.42163700,-45.98222240,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,6/26/2016,26/06/2016 19:30:00,19:30:00,DOMINGO,-21.42491830,-45.95139780,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/28/2016,28/06/2016 13:17:00,13:17:00,TERÇA-FEIRA,-21.42984070,-45.93749680,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2016,6/28/2016,28/06/2016 19:30:00,19:30:00,TERÇA-FEIRA,-21.42297950,-45.94880440,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,6/28/2016,28/06/2016 19:15:00,19:15:00,TERÇA-FEIRA,-21.43088040,-45.94652100,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,6/28/2016,28/06/2016 21:50:00,21:50:00,TERÇA-FEIRA,-21.42057140,-45.95568830,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/29/2016,29/06/2016 13:10:00,13:10:00,QUARTA-FEIRA,-21.41663550,-45.94565980,ALFENAS,TENTADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,VANTAGEM ECONOMICA
2016,6/29/2016,29/06/2016 18:30:00,18:30:00,QUARTA-FEIRA,-21.41188680,-45.94187440,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/29/2016,29/06/2016 20:10:00,20:10:00,QUARTA-FEIRA,-21.43399270,-45.94445750,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/30/2016,30/06/2016 18:00:00,18:00:00,QUINTA-FEIRA,-21.41841900,-46.14887240,ALFENAS,CONSUMADO,BENS / VALORES EM INTERIOR DE VEICULO,VANTAGEM ECONOMICA
2016,7/1/2016,01/07/2016 00:05:00,00:05:00,SEXTA-FEIRA,-21.42521790,-45.95939630,ALFENAS,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,OUTRAS MOTIVACOES/CAUSAS 
2016,7/1/2016,01/07/2016 22:00:00,22:00:00,SEXTA-FEIRA,-21.39941540,-45.94332310,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/1/2016,01/07/2016 22:48:00,22:48:00,SEXTA-FEIRA,-21.41025370,-45.95747210,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/3/2016,03/07/2016 19:30:00,19:30:00,DOMINGO,-21.41055120,-45.95325580,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/3/2016,03/07/2016 21:30:00,21:30:00,DOMINGO,-21.42493280,-45.95392600,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/3/2016,03/07/2016 22:00:00,22:00:00,DOMINGO,-21.42199060,-45.97646500,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,7/3/2016,03/07/2016 22:00:00,22:00:00,DOMINGO,-21.42199060,-45.97646500,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,7/4/2016,04/07/2016 22:00:00,22:00:00,SEGUNDA-FEIRA,-21.41667880,-45.95548010,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,7/5/2016,05/07/2016 20:00:00,20:00:00,TERÇA-FEIRA,-21.43647020,-45.94983650,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/6/2016,06/07/2016 11:30:00,11:30:00,QUARTA-FEIRA,-21.42760610,-45.93416740,ALFENAS,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,7/6/2016,06/07/2016 20:30:00,20:30:00,QUARTA-FEIRA,-21.42254480,-45.94722260,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/8/2016,08/07/2016 19:20:00,19:20:00,SEXTA-FEIRA,-21.40730220,-45.94269660,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,7/8/2016,08/07/2016 23:10:00,23:10:00,SEXTA-FEIRA,-21.43294170,-45.94561840,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/11/2016,11/07/2016 18:45:00,18:45:00,SEGUNDA-FEIRA,-21.41730100,-45.95410600,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/12/2016,12/07/2016 15:30:00,15:30:00,TERÇA-FEIRA,-21.41057910,-45.94553690,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/12/2016,12/07/2016 21:00:00,21:00:00,TERÇA-FEIRA,-21.41836750,-45.95571300,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/14/2016,14/07/2016 23:40:00,23:40:00,QUINTA-FEIRA,-21.40734210,-45.94689030,ALFENAS,CONSUMADO,BENS / VALORES EM INTERIOR DE VEICULO,VANTAGEM ECONOMICA
2016,7/16/2016,16/07/2016 14:30:00,14:30:00,SÁBADO,-21.41782430,-45.95430150,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/16/2016,16/07/2016 17:40:00,17:40:00,SÁBADO,-21.42625570,-45.94569480,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/17/2016,17/07/2016 00:05:00,00:05:00,DOMINGO,-21.42574860,-45.94495110,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/17/2016,17/07/2016 11:20:00,11:20:00,DOMINGO,-21.41856430,-45.95995340,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/17/2016,17/07/2016 21:00:00,21:00:00,DOMINGO,-21.42199060,-45.97646500,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/18/2016,18/07/2016 00:24:00,00:24:00,SEGUNDA-FEIRA,-21.42215670,-45.95330880,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/18/2016,18/07/2016 19:00:00,19:00:00,SEGUNDA-FEIRA,-21.41025370,-45.95747210,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/18/2016,18/07/2016 19:10:00,19:10:00,SEGUNDA-FEIRA,-21.42490800,-45.95739120,ALFENAS,TENTADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/18/2016,18/07/2016 23:50:00,23:50:00,SEGUNDA-FEIRA,-21.42981750,-45.95122490,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/18/2016,18/07/2016 19:10:00,19:10:00,SEGUNDA-FEIRA,-21.44538290,-46.02102050,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/20/2016,20/07/2016 18:50:00,18:50:00,QUARTA-FEIRA,-21.42518520,-45.96810610,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/20/2016,20/07/2016 20:20:00,20:20:00,QUARTA-FEIRA,-21.42218160,-45.96623100,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/20/2016,20/07/2016 20:00:00,20:00:00,QUARTA-FEIRA,-21.42215150,-45.96623160,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,7/21/2016,21/07/2016 18:10:00,18:10:00,QUINTA-FEIRA,-21.41319010,-45.95299430,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/21/2016,21/07/2016 22:30:00,22:30:00,QUINTA-FEIRA,-21.41292190,-45.94859060,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2016,7/22/2016,22/07/2016 11:15:00,11:15:00,SEXTA-FEIRA,-21.41729640,-45.97811440,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2016,7/22/2016,22/07/2016 21:50:00,21:50:00,SEXTA-FEIRA,-21.42421000,-45.95553580,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/22/2016,22/07/2016 23:16:00,23:16:00,SEXTA-FEIRA,-21.41346930,-45.97201780,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/23/2016,23/07/2016 18:20:00,18:20:00,SÁBADO,-21.42821320,-45.94526230,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/25/2016,25/07/2016 14:08:00,14:08:00,SEGUNDA-FEIRA,-21.41887630,-45.94597050,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2016,7/26/2016,26/07/2016 14:40:00,14:40:00,TERÇA-FEIRA,-21.42394860,-45.96083410,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/26/2016,26/07/2016 20:03:00,20:03:00,TERÇA-FEIRA,-21.41782720,-45.95569630,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/27/2016,27/07/2016 20:00:00,20:00:00,QUARTA-FEIRA,-21.41527050,-45.95489550,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/27/2016,27/07/2016 20:30:00,20:30:00,QUARTA-FEIRA,-21.43871210,-45.94502050,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,7/27/2016,27/07/2016 20:00:00,20:00:00,QUARTA-FEIRA,-21.41216370,-45.95170630,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,7/28/2016,28/07/2016 09:48:00,09:48:00,QUINTA-FEIRA,-21.42619330,-45.94484360,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/28/2016,28/07/2016 19:40:00,19:40:00,QUINTA-FEIRA,-21.40744910,-45.95474850,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/28/2016,28/07/2016 19:15:00,19:15:00,QUINTA-FEIRA,-21.41957530,-45.95550760,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/29/2016,29/07/2016 00:55:00,00:55:00,SEXTA-FEIRA,-21.42650010,-45.94803300,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/29/2016,29/07/2016 19:40:00,19:40:00,SEXTA-FEIRA,-21.41798960,-45.96116520,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,7/31/2016,31/07/2016 09:50:00,09:50:00,DOMINGO,-21.44045170,-45.94920270,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/1/2016,01/08/2016 01:00:00,01:00:00,SEGUNDA-FEIRA,-21.44161290,-45.94954400,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/1/2016,01/08/2016 21:05:00,21:05:00,SEGUNDA-FEIRA,-21.42214130,-45.96206220,ALFENAS,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,8/2/2016,02/08/2016 17:15:00,17:15:00,TERÇA-FEIRA,-21.42955440,-45.93574220,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,8/3/2016,03/08/2016 19:37:00,19:37:00,QUARTA-FEIRA,-21.44284860,-45.94878710,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,8/4/2016,04/08/2016 04:40:00,04:40:00,QUINTA-FEIRA,-21.44357730,-45.95284250,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/5/2016,05/08/2016 08:30:00,08:30:00,SEXTA-FEIRA,-21.42102630,-45.95156030,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/5/2016,05/08/2016 22:00:00,22:00:00,SEXTA-FEIRA,-21.41572300,-45.95333920,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/6/2016,06/08/2016 05:15:00,05:15:00,SÁBADO,-21.43902340,-45.94554110,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/7/2016,07/08/2016 00:20:00,00:20:00,DOMINGO,-21.44259750,-45.94823400,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2016,8/7/2016,07/08/2016 00:30:00,00:30:00,DOMINGO,-21.41935610,-45.95629100,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/8/2016,08/08/2016 20:40:00,20:40:00,SEGUNDA-FEIRA,-21.41204900,-45.94742370,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/9/2016,09/08/2016 20:00:00,20:00:00,TERÇA-FEIRA,-21.43795080,-45.95215390,ALFENAS,CONSUMADO,BENS/VALORES DE MORADOR / VISITANTE DE RESIDENCIA,VANTAGEM ECONOMICA
2016,8/9/2016,09/08/2016 20:15:00,20:15:00,TERÇA-FEIRA,-21.43576740,-45.94520450,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/9/2016,09/08/2016 22:10:00,22:10:00,TERÇA-FEIRA,-21.44335850,-45.95020340,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,8/9/2016,09/08/2016 14:30:00,14:30:00,TERÇA-FEIRA,-21.45856270,-45.94692050,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,8/10/2016,10/08/2016 20:10:00,20:10:00,QUARTA-FEIRA,-21.43582610,-45.93890580,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,8/10/2016,10/08/2016 21:30:00,21:30:00,QUARTA-FEIRA,-21.42199060,-45.97646500,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/11/2016,11/08/2016 02:20:00,02:20:00,QUINTA-FEIRA,-21.42654590,-45.94820180,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/11/2016,11/08/2016 01:35:00,01:35:00,QUINTA-FEIRA,-21.42717800,-45.94887200,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,8/11/2016,11/08/2016 19:50:00,19:50:00,QUINTA-FEIRA,-21.42064860,-45.95066060,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/12/2016,12/08/2016 20:10:00,20:10:00,SEXTA-FEIRA,-21.43610260,-45.94709500,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/13/2016,13/08/2016 05:50:00,05:50:00,SÁBADO,-21.42295080,-45.96627510,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/15/2016,15/08/2016 12:30:00,12:30:00,SEGUNDA-FEIRA,-21.42738760,-45.95010980,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/16/2016,16/08/2016 10:00:00,10:00:00,TERÇA-FEIRA,-21.42383240,-45.96848360,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,8/16/2016,16/08/2016 14:10:00,14:10:00,TERÇA-FEIRA,-21.40232490,-45.94700720,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/19/2016,19/08/2016 14:00:00,14:00:00,SEXTA-FEIRA,-21.33018300,-45.85551100,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,8/20/2016,20/08/2016 20:15:00,20:15:00,SÁBADO,-21.40869320,-45.94727850,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/20/2016,20/08/2016 22:30:00,22:30:00,SÁBADO,-21.44104980,-45.94937040,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,8/22/2016,22/08/2016 07:50:00,07:50:00,SEGUNDA-FEIRA,-21.42524740,-45.94383130,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,8/22/2016,22/08/2016 21:10:00,21:10:00,SEGUNDA-FEIRA,-21.42799340,-45.94354490,ALFENAS,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2016,8/22/2016,22/08/2016 21:55:00,21:55:00,SEGUNDA-FEIRA,-21.41292070,-45.95351120,ALFENAS,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,8/25/2016,25/08/2016 07:38:00,07:38:00,QUINTA-FEIRA,-21.43982670,-45.93664090,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2016,8/25/2016,25/08/2016 11:10:00,11:10:00,QUINTA-FEIRA,-21.43434660,-45.94623740,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/26/2016,26/08/2016 12:30:00,12:30:00,SEXTA-FEIRA,-21.41865550,-45.95596870,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/28/2016,28/08/2016 21:30:00,21:30:00,DOMINGO,-21.42110570,-45.96438880,ALFENAS,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2016,8/29/2016,29/08/2016 21:00:00,21:00:00,SEGUNDA-FEIRA,-21.40868720,-45.95241170,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,9/2/2016,02/09/2016 11:05:00,11:05:00,SEXTA-FEIRA,-21.42336300,-45.96754910,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/2/2016,02/09/2016 16:30:00,16:30:00,SEXTA-FEIRA,-21.42308430,-45.95310050,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/3/2016,03/09/2016 05:30:00,05:30:00,SÁBADO,-21.43637750,-45.94444050,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,9/3/2016,03/09/2016 04:50:00,04:50:00,SÁBADO,-21.44115700,-45.94846990,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/4/2016,04/09/2016 00:00:00,00:00:00,DOMINGO,-21.39974150,-45.93952670,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,9/4/2016,04/09/2016 01:20:00,01:20:00,DOMINGO,-21.42835500,-45.95916650,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/4/2016,04/09/2016 08:45:00,08:45:00,DOMINGO,-21.41856430,-45.95995340,ALFENAS,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/4/2016,04/09/2016 01:00:00,01:00:00,DOMINGO,-21.42772730,-46.13790760,ALFENAS,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/4/2016,04/09/2016 22:20:00,22:20:00,DOMINGO,-21.41225360,-45.94677810,ALFENAS,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,9/5/2016,05/09/2016 23:10:00,23:10:00,SEGUNDA-FEIRA,-21.42300670,-45.96208540,ALFENAS,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
