Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2015,3/20/2015,20/03/2015 00:40:00,SEXTA-FEIRA,-20.39159350,-43.50119580,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/24/2015,24/03/2015 16:48:00,TERÇA-FEIRA,-20.35849800,-43.71936640,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,3/29/2015,29/03/2015 23:17:00,DOMINGO,-20.38615230,-43.49167230,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/3/2015,03/04/2015 23:55:00,SEXTA-FEIRA,-20.38819790,-43.50555320,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/5/2015,05/04/2015 02:53:00,DOMINGO,-20.39042890,-43.50377430,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/11/2015,11/04/2015 21:57:00,SÁBADO,-20.38813400,-43.50178530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/12/2015,12/04/2015 03:28:00,DOMINGO,-20.38619750,-43.50621970,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/12/2015,12/04/2015 21:46:00,DOMINGO,-20.38328530,-43.50343650,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/14/2015,14/04/2015 19:55:00,TERÇA-FEIRA,-20.39577380,-43.51699800,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,4/19/2015,19/04/2015 00:59:00,DOMINGO,-20.31312000,-43.58440800,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,4/20/2015,20/04/2015 23:00:00,SEGUNDA-FEIRA,-20.39355100,-43.90563000,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2015,4/20/2015,20/04/2015 23:00:00,SEGUNDA-FEIRA,-20.39355100,-43.90563000,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2015,4/26/2015,26/04/2015 03:21:00,DOMINGO,-20.37783070,-43.51412570,CONSUMADO,MOTORISTA DE TAXI,OUTRAS MOTIVACOES/CAUSAS 
2015,4/30/2015,30/04/2015 19:30:00,QUINTA-FEIRA,-20.39186790,-43.50426790,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/4/2015,04/05/2015 17:30:00,SEGUNDA-FEIRA,-20.34951300,-43.67453310,CONSUMADO,MOTORISTA DE TAXI,VANTAGEM ECONOMICA
2015,5/5/2015,05/05/2015 17:44:00,TERÇA-FEIRA,-20.38899200,-43.49892310,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,5/6/2015,06/05/2015 02:30:00,QUARTA-FEIRA,-20.39186790,-43.50426790,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/8/2015,08/05/2015 21:22:00,SEXTA-FEIRA,-20.38652460,-43.47103020,CONSUMADO,MOTORISTA DE TAXI,VANTAGEM ECONOMICA
2015,5/14/2015,14/05/2015 22:32:00,QUINTA-FEIRA,-20.39882530,-43.51328210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,5/23/2015,23/05/2015 05:30:00,SÁBADO,-20.38559040,-43.50032810,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,5/26/2015,26/05/2015 23:00:00,TERÇA-FEIRA,-20.39914830,-43.51337630,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,5/27/2015,27/05/2015 12:05:00,QUARTA-FEIRA,-20.38663820,-43.48799890,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,6/26/2015,26/06/2015 00:14:00,SEXTA-FEIRA,-20.38277990,-43.48787470,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/2/2015,02/07/2015 04:28:00,QUINTA-FEIRA,-20.37904660,-43.50985630,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/30/2015,30/07/2015 00:52:00,QUINTA-FEIRA,-20.38063360,-43.51722230,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,7/31/2015,31/07/2015 00:39:00,SEXTA-FEIRA,-20.30298640,-43.70427770,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,8/1/2015,01/08/2015 18:05:00,SÁBADO,-20.49228780,-43.60763340,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,8/8/2015,08/08/2015 02:20:00,SÁBADO,-20.38449220,-43.50696200,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,8/8/2015,08/08/2015 20:17:00,SÁBADO,-20.38474480,-43.50747930,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,8/12/2015,12/08/2015 03:00:00,QUARTA-FEIRA,-20.38601670,-43.49300930,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,8/28/2015,28/08/2015 20:00:00,SEXTA-FEIRA,-20.40168370,-43.51058600,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,9/12/2015,12/09/2015 22:47:00,SÁBADO,-20.38403160,-43.51632700,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,9/22/2015,22/09/2015 12:21:00,TERÇA-FEIRA,-20.28170130,-43.71467840,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,10/17/2015,17/10/2015 04:00:00,SÁBADO,-20.38801680,-43.50148210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,10/26/2015,26/10/2015 01:54:00,SEGUNDA-FEIRA,-20.38319690,-43.50045350,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,11/30/2015,30/11/2015 13:00:00,SEGUNDA-FEIRA,-20.29604500,-43.47912560,CONSUMADO,OUTROS BENS / VALORES EM OUTRO LOCAL (ESPECIFICAR,VANTAGEM ECONOMICA
2015,12/2/2015,02/12/2015 01:27:00,QUARTA-FEIRA,-20.40572030,-43.49704990,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/11/2015,11/12/2015 23:59:00,SEXTA-FEIRA,-20.38801680,-43.50148210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/24/2015,24/12/2015 03:33:00,QUINTA-FEIRA,-20.39096320,-43.50134160,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/27/2015,27/12/2015 04:05:00,DOMINGO,-20.38568030,-43.50134700,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/29/2015,29/12/2015 10:41:00,TERÇA-FEIRA,-20.38785630,-43.50427690,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/30/2015,30/12/2015 00:51:00,QUARTA-FEIRA,-20.38560810,-43.50738800,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/30/2015,30/12/2015 22:20:00,QUARTA-FEIRA,-20.38542680,-43.50576090,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,1/10/2016,10/01/2016 22:00:00,DOMINGO,-20.37885660,-43.52512530,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
