Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,7/17/2014,17/07/2014 23:00:00,QUINTA-FEIRA,-19.64993070,-43.21837090,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2014,7/19/2014,19/07/2014 17:00:00,SÁBADO,-19.61282160,-43.22000880,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,7/21/2014,21/07/2014 19:00:00,SEGUNDA-FEIRA,-19.62486790,-43.23002980,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/22/2014,22/07/2014 12:40:00,TERÇA-FEIRA,-19.63421740,-43.22257300,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/27/2014,27/07/2014 08:00:00,DOMINGO,-19.62207980,-43.22600580,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/28/2014,28/07/2014 18:45:00,SEGUNDA-FEIRA,-19.62905310,-43.21438980,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,7/31/2014,31/07/2014 19:30:00,QUINTA-FEIRA,-19.61755560,-43.22522740,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,8/1/2014,01/08/2014 14:00:00,SEXTA-FEIRA,-19.57213470,-43.19177540,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,8/2/2014,02/08/2014 16:42:00,SÁBADO,-19.59872250,-43.20092010,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,8/3/2014,03/08/2014 21:45:00,DOMINGO,-19.71447220,-43.22955710,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,VANTAGEM ECONOMICA
2014,8/5/2014,05/08/2014 15:40:00,TERÇA-FEIRA,-19.63155820,-43.15946780,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,8/7/2014,07/08/2014 22:40:00,QUINTA-FEIRA,-19.67812880,-43.22259870,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,VANTAGEM ECONOMICA
2014,8/11/2014,11/08/2014 20:11:00,SEGUNDA-FEIRA,-19.64503570,-43.22452310,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,8/12/2014,12/08/2014 13:45:00,TERÇA-FEIRA,-19.63126840,-43.23416070,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,VANTAGEM ECONOMICA
2014,8/13/2014,13/08/2014 23:00:00,QUARTA-FEIRA,-19.70878030,-43.32251360,TENTADO,CARGAS,OUTRAS MOTIVACOES/CAUSAS 
2014,8/17/2014,17/08/2014 22:30:00,DOMINGO,-19.63506080,-43.20766080,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,8/19/2014,19/08/2014 22:00:00,TERÇA-FEIRA,-19.62185650,-43.22714140,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,8/21/2014,21/08/2014 22:30:00,QUINTA-FEIRA,-19.66159930,-43.22819390,TENTADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,8/22/2014,22/08/2014 20:00:00,SEXTA-FEIRA,-19.66454030,-43.22252590,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
