Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2016,6/13/2016,13/06/2016 21:05:00,SEGUNDA-FEIRA,-19.83835180,-43.19454560,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,6/16/2016,16/06/2016 03:30:00,QUINTA-FEIRA,-19.85102720,-43.21499490,CONSUMADO,CARGAS,VANTAGEM ECONOMICA
2016,6/19/2016,19/06/2016 19:05:00,DOMINGO,-19.81445330,-43.17667220,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/20/2016,20/06/2016 21:00:00,SEGUNDA-FEIRA,-19.81320200,-43.18774800,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/20/2016,20/06/2016 22:40:00,SEGUNDA-FEIRA,-19.80982020,-43.16792120,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/21/2016,21/06/2016 19:48:00,TERÇA-FEIRA,-19.81053680,-43.18259990,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/21/2016,21/06/2016 23:15:00,TERÇA-FEIRA,-19.81463300,-43.16517830,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,6/23/2016,23/06/2016 19:00:00,QUINTA-FEIRA,-19.82221720,-43.16258260,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/23/2016,23/06/2016 21:45:00,QUINTA-FEIRA,-19.82119500,-43.13648600,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/24/2016,24/06/2016 00:43:00,SEXTA-FEIRA,-19.81298170,-43.18026930,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2016,6/25/2016,25/06/2016 19:45:00,SÁBADO,-19.81293290,-43.18168350,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/25/2016,25/06/2016 22:13:00,SÁBADO,-19.81277610,-43.19275060,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/26/2016,26/06/2016 18:40:00,DOMINGO,-19.82313290,-43.18944140,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/27/2016,27/06/2016 08:00:00,SEGUNDA-FEIRA,-19.84004110,-43.17212650,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/27/2016,27/06/2016 18:25:00,SEGUNDA-FEIRA,-19.84975680,-43.17721080,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,OUTRAS MOTIVACOES/CAUSAS 
2016,6/27/2016,27/06/2016 23:45:00,SEGUNDA-FEIRA,-19.82428640,-43.15692560,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,6/28/2016,28/06/2016 18:50:00,TERÇA-FEIRA,-19.81802290,-43.15088320,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/28/2016,28/06/2016 22:15:00,TERÇA-FEIRA,-19.82820000,-43.16388900,TENTADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/28/2016,28/06/2016 23:06:00,TERÇA-FEIRA,-19.81588280,-43.15278630,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,6/28/2016,28/06/2016 23:30:00,TERÇA-FEIRA,-19.82062330,-43.20053600,TENTADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,IGNORADO
2016,6/28/2016,28/06/2016 23:51:00,TERÇA-FEIRA,-19.84115340,-43.18772600,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,6/29/2016,29/06/2016 21:15:00,QUARTA-FEIRA,-19.82809350,-43.12911840,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2016,6/30/2016,30/06/2016 06:50:00,QUINTA-FEIRA,-19.81529960,-43.18671400,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/1/2016,01/07/2016 19:00:00,SEXTA-FEIRA,-19.80646240,-43.17036930,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/2/2016,02/07/2016 17:00:00,SÁBADO,-19.84126150,-43.12655130,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2016,7/5/2016,05/07/2016 10:30:00,TERÇA-FEIRA,-19.80858480,-43.17252250,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/7/2016,07/07/2016 18:00:00,QUINTA-FEIRA,-19.80616670,-43.17572210,TENTADO,OUTROS BENS / VALORES EM OUTRO LOCAL (ESPECIFICAR,IGNORADO
2016,7/8/2016,08/07/2016 18:00:00,SEXTA-FEIRA,-19.82763340,-43.16537840,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/12/2016,12/07/2016 22:30:00,TERÇA-FEIRA,-19.81873340,-43.15169790,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/13/2016,13/07/2016 19:00:00,QUARTA-FEIRA,-19.82068400,-43.13529900,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,7/19/2016,19/07/2016 15:20:00,TERÇA-FEIRA,-19.83495850,-43.17039350,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/20/2016,20/07/2016 10:30:00,QUARTA-FEIRA,-19.81174980,-43.18074230,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/20/2016,20/07/2016 21:00:00,QUARTA-FEIRA,-19.80876400,-43.17131210,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/21/2016,21/07/2016 00:30:00,QUINTA-FEIRA,-19.80377690,-43.17759530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/21/2016,21/07/2016 21:30:00,QUINTA-FEIRA,-19.81216250,-43.19524590,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/25/2016,25/07/2016 19:30:00,SEGUNDA-FEIRA,-19.83908720,-43.18905530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/26/2016,26/07/2016 19:37:00,TERÇA-FEIRA,-19.83719740,-43.17809260,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/26/2016,26/07/2016 21:57:00,TERÇA-FEIRA,-19.81242540,-43.19878300,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,IGNORADO
2016,7/27/2016,27/07/2016 21:30:00,QUARTA-FEIRA,-19.81210330,-43.17134610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/27/2016,27/07/2016 21:30:00,QUARTA-FEIRA,-19.81210330,-43.17134610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/29/2016,29/07/2016 00:05:00,SEXTA-FEIRA,-19.83680260,-43.17854620,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,7/30/2016,30/07/2016 13:45:00,SÁBADO,-19.81006390,-43.13314690,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,OUTRAS MOTIVACOES/CAUSAS 
2016,7/31/2016,31/07/2016 15:45:00,DOMINGO,-19.80693740,-43.17661240,TENTADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2016,8/1/2016,01/08/2016 21:05:00,SEGUNDA-FEIRA,-19.81186020,-43.18052150,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/2/2016,02/08/2016 19:30:00,TERÇA-FEIRA,-19.80729050,-43.17971590,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/3/2016,03/08/2016 14:15:00,QUARTA-FEIRA,-19.80768880,-43.17823610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/3/2016,03/08/2016 16:35:00,QUARTA-FEIRA,-19.82763340,-43.16537840,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
